id,title,site_name,source_url,purpose,analysis_text,expected_verdict,expected_domain,reference_urls,snapshot_has_author,snapshot_has_published_at,snapshot_reference_link_count,snapshot_extraction_score
jfc-hold-15-baseless-fanta-orange-1970-additives,1970年代のファンタオレンジ、添加物はたった3つ？ 表示義務の変更,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/health/baseless-fanta-orange-1970-additives/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"1970年代のファンタオレンジ
使われている添加物はたった3つ",判断保留,医療,https://www.factcheckcenter.jp/fact-check/health/baseless-fanta-orange-1970-additives/,True,True,1,82
jfc-hold-16-no-evidence-a-sign-made-by-chinese-people,中国人が「コノ先日本國憲法通用セズ」という看板を勝手に作っている? フィクションが元ネタのいたずら看板,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/international/no-evidence-a-sign-made-by-chinese-people/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"中国人が勝手にこんな物を作っている
「コノ先日本国憲法通用セズ」",判断保留,一般,https://www.factcheckcenter.jp/fact-check/international/no-evidence-a-sign-made-by-chinese-people/,True,True,1,82
jfc-hold-17-baseless-koike-google-personal-data,Google Earth の画像に日本上空の巨大なスパイダーマンが写った？,Snopes,https://www.snopes.com/fact-check/spiderman-google-earth-japan/,Snopes の公開ファクトチェック記事を基にした実在ネット記事ケース,TikTokerが日本でスパイダーマンを発見した,判断保留,一般,https://www.snopes.com/fact-check/spiderman-google-earth-japan/,True,True,1,82
jfc-hold-18-mhlw-staff-vaccination-rate-uncertain,厚生労働省の職員のワクチン接種率が10％？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/health/mhlw-staff-vaccination-rate-uncertain/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,昨日行われた「新型コロナワクチン接種と死亡事例の因果関係を考える会」で厚生労働省の職員のワクチン接種率が10%と判明。,判断保留,医療,https://www.factcheckcenter.jp/fact-check/health/mhlw-staff-vaccination-rate-uncertain/,True,True,1,82
jfc-hold-19-baseless-xi-jinping-fell-from-chair,習近平国家主席が脳卒中で倒れた？ 椅子から転げ落ちたという画像が拡散,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/international/baseless-xi-jinping-fell-from-chair/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,中国共産党の全体会議の写真に、習近平が突然、痛みに震えて椅子から転げ落ちる様子が写っている。おそらく脳卒中だったのだろう。あるいは、衰弱の発作だったのかもしれない。,判断保留,一般,https://www.factcheckcenter.jp/fact-check/international/baseless-xi-jinping-fell-from-chair/,True,True,1,82
jfc-hold-20-baseless-mynaportal-major-cut-in-administrative-costs-for-benefits,石破首相「マイナポータルで給付の事務費大幅削減」? 自治体からは批判,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/politics/baseless-mynaportal-major-cut-in-administrative-costs-for-benefits/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,石破首相「マイナポータルで給付の事務費大幅削減」,判断保留,一般,https://www.factcheckcenter.jp/fact-check/politics/baseless-mynaportal-major-cut-in-administrative-costs-for-benefits/,True,True,1,82
jfc-inaccurate-01-politicians-zero-inheritance-tax,政治家だけ相続税0円? 申告や納税はすべての人が対象、ただし課税回避の批判も,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/politics/politicians-zero-inheritance-tax/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,政治家だけ相続税は0円,不正確,一般,https://www.factcheckcenter.jp/fact-check/politics/politicians-zero-inheritance-tax/,True,True,1,82
jfc-inaccurate-02-did-it-take-only-four-months-for-the-takaichi-administration-to-reach-the-mining-stage,「高市政権発足4ヶ月でレアアースが一気に採掘にたどり着いた」?十年以上前からのプロジェクト,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/economics/did-it-take-only-four-months-for-the-takaichi-administration-to-reach-the-mining-stage/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"故石原慎太郎氏が、都知事辞職の記者会見(2012年)で｢南鳥島沖でレアアースを発見したが、通産省がやらせてくれない｣と悔しそうに話されてました。
高市政権発足4ヶ月で一気に採掘まで辿り着けたのを見ていると、いかに日本は中国にペコペコする人たちに長い間邪魔されてきたかということ",不正確,金融,https://www.factcheckcenter.jp/fact-check/economics/did-it-take-only-four-months-for-the-takaichi-administration-to-reach-the-mining-stage/,True,True,1,82
jfc-inaccurate-03-japan-is-not-expanding-the-pakistani-intake-to-50thousands,日本がパキスタン人受け入れを5万人に拡大? そのような方針はない,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/international/japan-is-not-expanding-the-pakistani-intake-to-50thousands/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,日本がパキスタン人受け入れを5万人に拡大,不正確,一般,https://www.factcheckcenter.jp/fact-check/international/japan-is-not-expanding-the-pakistani-intake-to-50thousands/,True,True,1,82
jfc-inaccurate-04-inaccurate-kyoto-hotel-prices-collapse,京都のホテル代が暴落? 首相の台湾有事発言後も微増,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/lifestyle/inaccurate-kyoto-hotel-prices-collapse/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,中国人観光客のキャンセルが相次いでおり、京都市内のホテル代が暴落している,不正確,一般,https://www.factcheckcenter.jp/fact-check/lifestyle/inaccurate-kyoto-hotel-prices-collapse/,True,True,1,82
jfc-inaccurate-05-inaccurate-gates-abondons-climate-action,ビル・ゲイツ氏が気候変動対策から撤退? 撤退ではなく新たな方法論を提言,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/environment/inaccurate-gates-abondons-climate-action/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,ビル・ゲイツ氏が気候変動対策から撤退,不正確,一般,https://www.factcheckcenter.jp/fact-check/environment/inaccurate-gates-abondons-climate-action/,True,True,1,82
jfc-inaccurate-06-inaccurate-trump-administration-admits-covid-shots-are-crime-against-humanity,新型コロナワクチンは人類に対する犯罪? 米トランプ政権がその被害を認めた? 接種の推奨範囲を縮小,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/health/inaccurate-trump-administration-admits-covid-shots-are-crime-against-humanity/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,コロナワクチン接種は、人類に対する犯罪。米国もトランプ政権がその被害を認めている。,不正確,医療,https://www.factcheckcenter.jp/fact-check/health/inaccurate-trump-administration-admits-covid-shots-are-crime-against-humanity/,True,True,1,82
jfc-inaccurate-07-inaccurate-favoratism-toward-chinese-students,中国人留学生は学費がほぼ無料? 政府奨学金は各国からの留学生の2.8%,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/duo-yang-xing/inaccurate-favoratism-toward-chinese-students/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,中国人留学生は学費がほぼ無料。奨学金毎月１７万円・学費免除・家賃３万円。,不正確,一般,https://www.factcheckcenter.jp/fact-check/duo-yang-xing/inaccurate-favoratism-toward-chinese-students/,True,True,1,82
jfc-inaccurate-08-inaccurate-foreigners-obtain-the-national-certification-for-care-workers,介護福祉士の国家資格は外国人だと不合格でも取得OK? 国籍関係なしの特例運用,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/diversity/inaccurate-foreigners-obtain-the-national-certification-for-care-workers/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"日本人だと試験に不合格だと介護福祉士の国家資格はもちろん取れませんが、外国人だと「不合格でもＯＫ」
特例適用８０００人は外国人が中心。
日本政府は、外国人だけ有利にして日本人が損する措置が大好きだよね。",不正確,一般,https://www.factcheckcenter.jp/fact-check/diversity/inaccurate-foreigners-obtain-the-national-certification-for-care-workers/,True,True,1,82
jfc-inaccurate-09-inaccurate-claim-ministry-of-economy-trade-and-industry-did-not-state-they-did-not-measure-9-nuclides-other-than-tritium,経産省、トリチウム以外の9核種は測定していないと答弁？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/nuclear/inaccurate-claim-ministry-of-economy-trade-and-industry-did-not-state-they-did-not-measure-9-nuclides-other-than-tritium/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"トリチウム以外の核種も最低「9種類」あるけど、 トリチウム以外は測ってもいません! という驚愕の答弁!
そんなの「汚染水」以外の何ものでもないやろ・・・
#川内ひろし(立憲民主党/鹿児島1区)",不正確,一般,https://www.factcheckcenter.jp/fact-check/nuclear/inaccurate-claim-ministry-of-economy-trade-and-industry-did-not-state-they-did-not-measure-9-nuclides-other-than-tritium/,True,True,1,82
jfc-inaccurate-10-inaccurate-kurdish-group-tv-report,日本では太っていることが違法になった？,Snopes,https://www.snopes.com/fact-check/the-metabo-law/,Snopes の公開ファクトチェック記事を基にした実在ネット記事ケース,日本では、国民が太っていることを違法とする法律がある,不正確,一般,https://www.snopes.com/fact-check/the-metabo-law/,True,True,1,82
jfc-inaccurate-11-inaccurate-volunteer-recruitment-n-noto-peninsula-earthquake,能登半島地震 「ボランティアを募集していない」？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/disasters/inaccurate-volunteer-recruitment-n-noto-peninsula-earthquake/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,震災から３ヶ月たったが現在ボランティアは殆どいない状況。募集をしていない、しても来ない、それは寝泊まりする場所も水も食料もないからです。,不正確,災害,https://www.factcheckcenter.jp/fact-check/disasters/inaccurate-volunteer-recruitment-n-noto-peninsula-earthquake/,True,True,1,82
jfc-inaccurate-12-matsumoto-chief-cabinet-secretary-great-kanto-earthquake-korean-massacre-records-inaccurate,松野官房長官「事実関係を把握する記録は政府内に見当たらない」は本当？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/history/matsumoto-chief-cabinet-secretary-great-kanto-earthquake-korean-massacre-records-inaccurate/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,2023年8月30日、松野官房長官は記者会見で、関東大震災当時の朝鮮人虐殺について「政府内において事実関係を把握することのできる記録は見当たらない」と2回発言した。,不正確,一般,https://www.factcheckcenter.jp/fact-check/history/matsumoto-chief-cabinet-secretary-great-kanto-earthquake-korean-massacre-records-inaccurate/,True,True,1,82
jfc-inaccurate-13-ohio-train-derailment-disaster-hidden-reporter-arrested-false,オハイオ州の脱線事故で災害を隠すために記者が逮捕された？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/affairs/ohio-train-derailment-disaster-hidden-reporter-arrested-false/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"🇹🇷トルコ地震により発信を控えてました、今更ですが…
🇺🇸オハイオ州で50両編成の列車が脱線し数千ガロンの発がん性塩化ビニルが流出されました。
何かやばそうです。
脱線事故を報道した記者が逮捕されているらしい…
米国史上最悪の災害の一つ~半径10マイルに有毒ガス⚠️
これを隠したかった？🛸👽🐸",不正確,一般,https://www.factcheckcenter.jp/fact-check/affairs/ohio-train-derailment-disaster-hidden-reporter-arrested-false/,True,True,1,82
jfc-inaccurate-14-inaccurate-video-of-transgender-martial-artist-breaking-opponents-skull,トランスジェンダーの格闘家が試合相手の頭蓋骨を折った？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/lgbtq/inaccurate-video-of-transgender-martial-artist-breaking-opponents-skull/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,【トランスジェンダーの末路】トランスジェンダーの格闘家ファロン・フォックスが39秒で相手を倒し、頭蓋骨を骨折させる。以前はこれを女性に対する暴力と呼んでいましたが、今ではトランスの権利として祝福されています。,不正確,一般,https://www.factcheckcenter.jp/fact-check/lgbtq/inaccurate-video-of-transgender-martial-artist-breaking-opponents-skull/,True,True,1,82
jfc-inaccurate-15-inaccurate-claims-about-drone-delivery,普及が進まないのは鳥に襲われるから？動画は警察による犯罪対策の訓練,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/science/inaccurate-claims-about-drone-delivery/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,ドローン配送の普及が進まないのは鳥に襲われるから,不正確,一般,https://www.factcheckcenter.jp/fact-check/science/inaccurate-claims-about-drone-delivery/,True,True,1,82
jfc-inaccurate-16-inaccuracies-in-keio-baseball-cheering,慶応は野球の応援が単位になる？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/culture/inaccuracies-in-keio-baseball-cheering/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"応援をすると「単位をもらえる」学部も
さらに大空さんは「けっこうこの勝利には理由があるなと。応援が、すごかったじゃないですか?」と、知る人ぞ知る裏事情にも言及。
自身の学生時代を振り返り、「僕みたいなタイプは、絶対に野球の応援なんか行かない、と思ってたわけです。大学の入学までは」「ただ僕は早慶戦を何回も応援したことがあるんです。なぜかというと、応援に行くことによって、私の学部は単位をもらえるわけですよ」と舞台裏を打ち明け、谷原さんは「えー」と驚きの表情を浮かべていました。",不正確,一般,https://www.factcheckcenter.jp/fact-check/culture/inaccuracies-in-keio-baseball-cheering/,True,True,1,82
jfc-inaccurate-17-japan-iran-visa-indefinite-extension,日本政府がイラン国民のビザを無期限に延長? 対象は帰国困難になった外国人への対応,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/politics/japan-iran-visa-indefinite-extension/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,日本政府がイラン国民のビザを無期限に延長するんだって。リプで海外の人から日本政府ボロクソに言われてるじゃねーか,不正確,一般,https://www.factcheckcenter.jp/fact-check/politics/japan-iran-visa-indefinite-extension/,True,True,1,82
jfc-inaccurate-18-ion-stores-atm-credit-card-inaccessibility-inaccurate,イオンでATM、クレジットカードが使えなくなる？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/economics/ion-stores-atm-credit-card-inaccessibility-inaccurate/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"世界規模で銀行がストップしてます,日本でもイオンがこれからATM,クレジットカードが使えなくなると店員さんが説明してる,遂に来たね,10月3日から引き落としが止まる確か15日迄と聞いてます",不正確,金融,https://www.factcheckcenter.jp/fact-check/economics/ion-stores-atm-credit-card-inaccessibility-inaccurate/,True,True,1,82
jfc-inaccurate-19-factcheck-us-department-of-state-officially-declared-islam-a-threat,米国務省がイスラム教を脅威と宣言? 指摘したのは「イスラム過激派」,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/international/factcheck-us-department-of-state-officially-declared-islam-a-threat/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,アメリカ国務省が公式にイスラム教は”脅威”であると宣言しました,不正確,一般,https://www.factcheckcenter.jp/fact-check/international/factcheck-us-department-of-state-officially-declared-islam-a-threat/,True,True,1,82
jfc-inaccurate-20-inaccurate-9000yen-to-a-muslims-school-lunch,東京都はムスリム園児の給食に月9000円を支給？対象や用途は限定されず,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/lifestyle/inaccurate-9000yen-to-a-muslims-school-lunch/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,東京都がムスリムの園児1人につき毎月9000円を給食のために支給している,不正確,一般,https://www.factcheckcenter.jp/fact-check/lifestyle/inaccurate-9000yen-to-a-muslims-school-lunch/,True,True,1,82
jfc-false-01-trump-im-the-last-to-use-nukes,トランプ米大統領が「私は核兵器を使う最後の人間になるだろう」と発言? 2016年の発言の誤訳,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/international/trump-im-the-last-to-use-nukes/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,トランプ氏が、現在の中東情勢を受けて「私は核兵器を使う最後の人間になるだろう」と発言した。,誤り,一般,https://www.factcheckcenter.jp/fact-check/international/trump-im-the-last-to-use-nukes/,True,True,1,82
jfc-false-02-did-noda-yoshihiko-said-spy-prevention-law-would-violate-spies-human-rights,中道・野田氏「スパイ防止法はスパイの人権を侵害してしまう」と発言? 繰り返し拡散する言説,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/politics/did-noda-yoshihiko-said-spy-prevention-law-would-violate-spies-human-rights/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,野田佳彦氏が「スパイ防止法はスパイの人権を侵害してしまう」と発言した。,誤り,一般,https://www.factcheckcenter.jp/fact-check/politics/did-noda-yoshihiko-said-spy-prevention-law-would-violate-spies-human-rights/,True,True,1,82
jfc-false-03-chemtrail-government-airborne-dispersion-harmful-substances-false,ケムトレイル:飛行機雲に見せかけた有害物質? 世界中で拡散する科学的根拠のない陰謀論,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/environment/chemtrail-government-airborne-dispersion-harmful-substances-false/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,飛行機雲は、政府などが危険な化学物質を散布している「ケムトレイル」である。,誤り,一般,https://www.factcheckcenter.jp/fact-check/environment/chemtrail-government-airborne-dispersion-harmful-substances-false/,True,True,1,82
jfc-false-04-japans-inflation-rate-is-not-the-highest,日本のインフレ率が世界トップ? IMF2026年予測で下位、OECD実績でもG7中5位,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/economics/japans-inflation-rate-is-not-the-highest/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,日本のインフレ率は世界で最も高い。,誤り,金融,https://www.factcheckcenter.jp/fact-check/economics/japans-inflation-rate-is-not-the-highest/,True,True,1,82
jfc-false-05-japan-does-not-have-any-anti-islamic-legislation,日本が反イスラム法を制定し、モスクやブルカを禁止? そのような法律はない,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/religion/japan-does-not-have-any-anti-islamic-legislation/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,日本はモスク建設やブルカの着用などを禁じる反イスラム法を制定した。,誤り,一般,https://www.factcheckcenter.jp/fact-check/religion/japan-does-not-have-any-anti-islamic-legislation/,True,True,1,82
jfc-false-06-pfizer-didnt-admit-covid-jab-causes-cancer,ファイザー社が新型コロナワクチンで大腸ガンが増えると認めた? 関連性は説明していない,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/health/pfizer-didnt-admit-covid-jab-causes-cancer/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,ファイザー社は新型コロナワクチンで大腸がんになると認めた。,誤り,医療,https://www.factcheckcenter.jp/fact-check/health/pfizer-didnt-admit-covid-jab-causes-cancer/,True,True,1,82
jfc-false-07-false-aomori-earthquake-artificial,青森の地震は人工地震? 繰り返し拡散する誤情報(修正あり),日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/disasters/false-aomori-earthquake-artificial/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,2025年12月8日に青森県東方沖で起きた地震は人工地震である。,誤り,災害,https://www.factcheckcenter.jp/fact-check/disasters/false-aomori-earthquake-artificial/,True,True,1,82
jfc-false-08-kawaguchi-arrest-foreign-national-ratio,埼玉県川口市で検挙された4人に1人が外国籍? 繰り返し拡散する誤情報,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/duo-yang-xing/kawaguchi-arrest-foreign-national-ratio/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,川口市の検挙人数178人のうち外国籍は135人で約76%を占め、検挙された人の約4人に3人が外国籍である。2024年に川口市内で刑法犯で検挙された外国人のうち、トルコ・中国・ベトナムの3国籍が7割を占める。,誤り,一般,https://www.factcheckcenter.jp/fact-check/duo-yang-xing/kawaguchi-arrest-foreign-national-ratio/,True,True,1,82
jfc-false-09-false-dog-elevator-ai-video,犬がエレベーターの落下を予見して乗ろうとした子どもを助けた? 動画はAI生成,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/lifestyle/false-dog-elevator-ai-video/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,子どもが犬とエレベーターに乗ろうとしたが犬が嫌がって見送り、その直後にエレベーターが落下して命が助かった。,誤り,一般,https://www.factcheckcenter.jp/fact-check/lifestyle/false-dog-elevator-ai-video/,True,True,1,82
jfc-false-10-false-lee-jaemyung-setagaya-comment,世田谷の女性殺害事件で、李在明大統領「日本は責任をとり、謝罪と賠償をするべきだ」と発言? まとめサイトによる誤り,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/affairs/false-lee-jaemyung-setagaya-comment/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,世田谷区で韓国籍女性が殺害された事件について、韓国の李在明大統領が「日本は謝罪と賠償をするべきだ」と発言した。,誤り,一般,https://www.factcheckcenter.jp/fact-check/affairs/false-lee-jaemyung-setagaya-comment/,True,True,1,82
jfc-false-11-false-hometown-africa-nagai-visa,日本の4市がアフリカ諸国のものになり、移民が流入? 「ホームタウン」制度への誤解,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/diversity/false-hometown-africa-nagai-visa/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"日本政府に問いたい。
「日本は、山形県長井市をタンザニアに与える」「外務省は、長井市ほか3つの市をアフリカ人に与えることを提案」
日本国民に黙って一体何をしたんだ？
国民の怒りを知れ。",誤り,一般,https://www.factcheckcenter.jp/fact-check/diversity/false-hometown-africa-nagai-visa/,True,True,1,82
jfc-false-12-false-celebrity-death-hoaxes-youtube,浜崎あゆみ、友近、ビートたけしが死去? 著名人の偽訃報を発信,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/culture/false-celebrity-death-hoaxes-youtube/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,浜崎あゆみ氏やビートたけし氏、友近氏などの著名人が亡くなった。,誤り,一般,https://www.factcheckcenter.jp/fact-check/culture/false-celebrity-death-hoaxes-youtube/,True,True,1,82
jfc-false-13-false-koizumi-radiated-soil-video,小泉進次郎農水相が放射能汚染土を日本中にばらまいた? 小泉氏就任前に閣議決定し、現在は中間貯蔵施設に,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/nuclear/false-koizumi-radiated-soil-video/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,小泉総理で日本は滅ぶ。放射能汚染土を日本中にばら撒いた小泉農水大臣の罪を暴く。,誤り,一般,https://www.factcheckcenter.jp/fact-check/nuclear/false-koizumi-radiated-soil-video/,True,True,1,82
jfc-false-14-false-asahi-ceremony-flags,朝日新聞入社式にハングル文字や韓国・中国の国旗？改変された画像,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/media/false-asahi-ceremony-flags/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,朝日新聞の入社式では、社旗の脇に韓国と中国の国旗を並べ、ハングル文字を掲げていた。,誤り,一般,https://www.factcheckcenter.jp/fact-check/media/false-asahi-ceremony-flags/,True,True,1,82
jfc-false-15-false-100k-demo-osaka-yoon,大阪で10万人のデモ隊が韓国の尹大統領の拘束など要求？参加者は数十人規模,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/korea/false-100k-demo-osaka-yoon/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,大阪、10万人のデモ隊が韓国の尹錫悦大統領の罷免と拘束、日本と断交し北朝鮮やロシアと国交回復を要求,誤り,一般,https://www.factcheckcenter.jp/fact-check/korea/false-100k-demo-osaka-yoon/,True,True,1,82
jfc-false-16-false-minimum-access-rice-harmful,アメリカ産のミニマムアクセス米は除草剤などで健康に影響? 輸入時に安全検査,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/food/false-minimum-access-rice-harmful/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,【悲報】小泉進次郎さん、91万tあった家畜米の「ななひかり」が残り30万tまで減ってしまい、完全に底をついた場合にはミニマムアクセス米という、除草剤(例：グリホサート、パラコート）、殺虫剤(例：ネオニコチノイド系、有機リン系)等の農薬が頻繁に使われていて、発がん性、内分泌かく乱作用、生殖能力への影響などの懸念があり、生態系への影響も指摘されているアメリカ産米を活用すると宣言してしまう。,誤り,一般,https://www.factcheckcenter.jp/fact-check/food/false-minimum-access-rice-harmful/,True,True,1,82
jfc-false-17-false-hokkaido-ainu-not-jomon,北海道の先住民族はアイヌではなく縄文人？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/history/false-hokkaido-ainu-not-jomon/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"北海道の先住民族は縄文人です！
アイヌじゃありません！",誤り,一般,https://www.factcheckcenter.jp/fact-check/history/false-hokkaido-ainu-not-jomon/,True,True,1,82
jfc-false-18-false-planet-alignment-over-pyramid-every-2373,ピラミッド上空に2373年に一度、水星・金星・土星が並ぶ？ 10年以上前から拡散する合成画像,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/science/false-planet-alignment-over-pyramid-every-2373/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,"ギザ（エジプト）のピラミッドの上空に水星、金星、土星が見える。
これは 2373 年に 1 度起こる現象です。
そして今まさに起こっているのです…",誤り,一般,https://www.factcheckcenter.jp/fact-check/science/false-planet-alignment-over-pyramid-every-2373/,True,True,1,82
jfc-false-19-former-ukrainian-commander-zarzhinyi-53-million-dollar-retirement-bbc,前ウクライナ軍司令官ザルジニー氏が退職金5300万ドルを受け取ったとBBCが報道？,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/masukomi/former-ukrainian-commander-zarzhinyi-53-million-dollar-retirement-bbc/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,ウクライナ軍の前司令官ヴァレリー・ザルジニー氏が5300万ドルの退職金を受け取ったとBBCが報じた。,誤り,一般,https://www.factcheckcenter.jp/fact-check/masukomi/former-ukrainian-commander-zarzhinyi-53-million-dollar-retirement-bbc/,True,True,1,82
jfc-false-20-false-epstein-emperor-ai-photo,天皇陛下や上皇陛下がエプスタイン氏と写った画像？AI生成による捏造,日本ファクトチェックセンター,https://www.factcheckcenter.jp/fact-check/ai/false-epstein-emperor-ai-photo/,JFC の公開ファクトチェック記事を基にした実在ネット記事ケース,天皇陛下や上皇陛下がジェフリー・エプスタイン氏と一緒に写っている写真は本物だ。,誤り,一般,https://www.factcheckcenter.jp/fact-check/ai/false-epstein-emperor-ai-photo/,True,True,1,82
