id,expected_verdict,expected_domain,claim_text,review_focus,human_note,contested_span
positive-accurate-01-nhk-broadcasts-200-human-sacrifices,正確,一般,NHKが「集団生贄200人」という歌詞の歌を放映した,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,NHKが「集団生贄200人」という歌詞の歌を放映した
positive-accurate-02-why-not-in-the-news-shizuoka-flood-images-are-real,正確,一般,日本人最初のメジャーリーガーは野茂英雄ではない。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本人最初のメジャーリーガーは野茂英雄ではない。
positive-accurate-03-aaa-com-article-accurate-koizumi-warns-typhoon,正確,一般,世界最古の企業は日本にある。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,世界最古の企業は日本にある。
positive-accurate-04-wasegg210726-2,正確,医療,日本の研究者らが、歯を再生させる可能性のある薬剤を開発した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本の研究者らが、歯を再生させる可能性のある薬剤を開発した。
positive-accurate-05-jid211030-2,正確,医療,アベノマスクには全部で500億円ほどの税金が使われた。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,アベノマスクには全部で500億円ほどの税金が使われた。
positive-accurate-06-wasegg220314-8,正確,一般,ド・ドドンパ・ジェットコースターは骨折事故発生を受け、営業を終了した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,ド・ドドンパ・ジェットコースターは骨折事故発生を受け、営業を終了した。
positive-accurate-07-infact220706,正確,一般,十三代目市川團十郎は初代市川團十郎の男系子孫ではない。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,十三代目市川團十郎は初代市川團十郎の男系子孫ではない。
positive-accurate-08-jid220707,正確,一般,史上最短の戦争は1時間も続かなかった。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,史上最短の戦争は1時間も続かなかった。
positive-accurate-09-infact220821,正確,一般,クリーブランド・インディアンスは、クリーブランド・ガーディアンズに名称変更した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,クリーブランド・インディアンスは、クリーブランド・ガーディアンズに名称変更した。
positive-accurate-10-wasegg220709-2,正確,政治,パラオは750万ドルの合意に基づき、米国から強制送還された最大75人を受け入れることに同意した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,パラオは750万ドルの合意に基づき、米国から強制送還された最大75人を受け入れることに同意した。
positive-accurate-11-litmus221003,正確,一般,金星では「1日」が「1年」より長い。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,金星では「1日」が「1年」より長い。
positive-accurate-12-mainichi230505,正確,政治,日本では子供は減っているが、大学は増えている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本では子供は減っているが、大学は増えている。
positive-accurate-13-litmus230706,正確,政治,住民税非課税世帯の４分の３は高齢者である。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,住民税非課税世帯の４分の３は高齢者である。
positive-accurate-14-post-23899,正確,一般,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,大谷翔平は、メジャーリーグ史上初めてシーズン50本塁打50盗塁を達成した。
positive-accurate-15-japan-experimental-forestry,正確,一般,日本には円形の実験林が存在する,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本には円形の実験林が存在する
positive-accurate-16-japanese-robotic-monster-wolves,正確,一般,日本のある町では、オオカミに偽装したロボットを使って野生動物を農地から追い払った。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本のある町では、オオカミに偽装したロボットを使って野生動物を農地から追い払った。
positive-accurate-17-toyota-city-japan-name,正確,一般,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本の豊田市は、自動車メーカーであるトヨタ自動車にちなんで名付けられた。
positive-accurate-18-square-watermelon,正確,一般,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,日本で作られている四角いスイカは実在し、観賞用や贈答用として栽培されている。
positive-accurate-19-ronald-mcdonald-name-japan,正確,一般,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,ファストフードチェーン・マクドナルドのマスコットキャラクターは日本ではドナルド・マクドナルドの名前で呼ばれているが、英語の原名はロナルド・マクドナルドである。
positive-accurate-20-photos-japan-orca,正確,一般,北海道沖で白いシャチの写真が撮影された,主張全体が公開情報と素直に整合するかを確認する。,短文claim評価用に、確認したい主張の要点だけを残したケースです。,北海道沖で白いシャチの写真が撮影された
positive-mostly-accurate-01-ainu-dance-filmed-1919,ほぼ正確,一般,アイヌの踊りが1919年に撮影され、保存されていたカラー映像が2023年に拡散した。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アイヌの踊りが1919年に撮影され、保存されていたカラー映像が2023年に拡散した。
positive-mostly-accurate-02-real-image-of-jovial-swedish-people-despite-train-station-flooding-caused-by-typhoon,ほぼ正確,一般,イチローは28年のプロ野球選手生活の中でシーズン200安打以上を11回記録した。日本より試合数の多いメージャーリーグであったからこそ、11回もそれをメジャーリーグで記録することができたと考えられる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,イチローは28年のプロ野球選手生活の中でシーズン200安打以上を11回記録した。日本より試合数の多いメージャーリーグであったからこそ、11回もそれをメジャーリーグで記録することができたと考えられる。
positive-mostly-accurate-03-almost-accurate-claim-iaea-not-verifying-filtration-performance-of-contaminated-water,ほぼ正確,一般,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,20世紀末に活躍した三大テノールとは、ルチアーノ・パヴァロッティ、プラシド・ドミンゴ、ホセ・カレーライスの3名である。
positive-mostly-accurate-04-infact200912,ほぼ正確,一般,織田信長は本能寺の変で明智光秀に殺された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,織田信長は本能寺の変で明智光秀に殺された。
positive-mostly-accurate-05-infact211023-3,ほぼ正確,一般,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1987年に公開された。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,天空の城ラピュタはスタジオジブリの初制作アニメ映画であり、1987年に公開された。
positive-mostly-accurate-06-jid211024-1,ほぼ正確,一般,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大政奉還で江戸幕府は終焉を迎え、明治時代に移った。
positive-mostly-accurate-07-jid211029-01,ほぼ正確,金融,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,マサチューセッツ州の有権者は、100万ドルを超える所得に対する4％の追加税を承認し、これにより2024年度に15億ドルの歳入が得られた。
positive-mostly-accurate-08-asahi211116-2,ほぼ正確,一般,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ギザのピラミッドを建設した古代エジプトの労働者たちは、毎日4～5リットルのビールを配給されていた。
positive-mostly-accurate-09-infact211217-1,ほぼ正確,一般,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,玉置浩二は、日本のシンガーソングライター、ロックバンド完全地帯のボーカリストで、北海道旭川市出身である。
positive-mostly-accurate-10-infact220704,ほぼ正確,金融,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,岸田首相の発言「今年の春闘の賃上げ率2.08%は、過去20年で2番目に高い」
positive-mostly-accurate-11-infact220706-2,ほぼ正確,一般,X JAPANは1988年にアルバム『BLUE BLOOD』でメジャー・デビューした。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,X JAPANは1988年にアルバム『BLUE BLOOD』でメジャー・デビューした。
positive-mostly-accurate-12-infact220708,ほぼ正確,一般,アメリカの国土面積は日本の24倍である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,アメリカの国土面積は日本の24倍である。
positive-mostly-accurate-13-infact220823,ほぼ正確,一般,大谷翔平と同学年のメージャーリーガーは鈴木誠である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,大谷翔平と同学年のメージャーリーガーは鈴木誠である。
positive-mostly-accurate-14-bfj230313,ほぼ正確,金融,WBC中継で「オーストラリアにはカンガルーが5000万頭いる」,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,WBC中継で「オーストラリアにはカンガルーが5000万頭いる」
positive-mostly-accurate-15-post-22724,ほぼ正確,一般,通算本塁打数の世界記録は王貞治の858本である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,通算本塁打数の世界記録は王貞治の858本である。
positive-mostly-accurate-16-post-22836,ほぼ正確,一般,ペンギンはみんな南極に住んでいる。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,ペンギンはみんな南極に住んでいる。
positive-mostly-accurate-17-23435,ほぼ正確,一般,世界最高峰のエベレストの標高は8818mである。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,世界最高峰のエベレストの標高は8818mである。
positive-mostly-accurate-18-kobe-pension-standardly-nontaxable,ほぼ正確,一般,日本国憲法はアメリカが作った憲法である。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本国憲法はアメリカが作った憲法である。
positive-mostly-accurate-19-japanese-electric-car-200km-single-charge,ほぼ正確,一般,日本の自動車メーカーは1949年に、1回の充電で400km走行できる電気自動車を開発した。,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,日本の自動車メーカーは1949年に、1回の充電で400km走行できる電気自動車を開発した。
positive-mostly-accurate-20-blobfish-natural-environment,ほぼ正確,政治,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた,大筋は合うが、条件・時点・表現の丸め過ぎがないかを見る。,短文claim評価用に、大筋は正しいが細部に注意が必要な主張を抜き出したケースです。,バイデン政権はマドゥロに2500万ドルの懸賞金をかけた
